"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"4:28:16.1097511 AM","stub.exe","2304","TCP Send","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, startime: 15045, endtime: 15045, seqnum: 0, connid: 0"
"4:28:16.1098038 AM","stub.exe","2304","TCP Receive","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, seqnum: 0, connid: 0"
"4:28:16.1098747 AM","stub.exe","2304","TCP Send","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, startime: 15045, endtime: 15045, seqnum: 0, connid: 0"
"4:28:16.1099251 AM","stub.exe","2304","TCP Receive","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, seqnum: 0, connid: 0"
"4:28:16.1099945 AM","stub.exe","2304","TCP Send","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, startime: 15045, endtime: 15045, seqnum: 0, connid: 0"
"4:28:16.1100420 AM","stub.exe","2304","TCP Receive","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, seqnum: 0, connid: 0"
"4:28:16.1101112 AM","stub.exe","2304","TCP Send","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, startime: 15045, endtime: 15045, seqnum: 0, connid: 0"
"4:28:16.1101609 AM","stub.exe","2304","TCP Receive","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, seqnum: 0, connid: 0"
"4:28:16.1102300 AM","stub.exe","2304","TCP Send","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 400, startime: 15045, endtime: 15045, seqnum: 0, connid: 0"
"4:28:16.1102779 AM","stub.exe","2304","TCP Receive","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 1024, seqnum: 0, connid: 0"
"4:28:16.1104685 AM","stub.exe","2304","Thread Exit","","SUCCESS","Thread ID: 3940, User Time: 0.0000000, Kernel Time: 0.0000000"
"4:28:16.1212566 AM","stub.exe","2304","TCP Disconnect","DarkCometClient.bgu.ac.il:49243 -> 132.72.81.126:1604","SUCCESS","Length: 0, seqnum: 0, connid: 0"
