"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"4:39:14.2998868 AM","stub.exe","2304","CreateFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"4:39:14.2999165 AM","stub.exe","2304","ReadFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Offset: 0, Length: 100, Priority: Normal"
"4:39:14.2999995 AM","stub.exe","2304","LockFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Exclusive: True, Offset: 1,073,741,824, Length: 1, Fail Immediately: True"
"4:39:14.3000086 AM","stub.exe","2304","LockFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Exclusive: False, Offset: 1,073,741,826, Length: 510, Fail Immediately: True"
"4:39:14.3000159 AM","stub.exe","2304","UnlockFileSingle","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Offset: 1,073,741,824, Length: 1"
"4:39:14.3000920 AM","stub.exe","2304","CreateFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy-journal","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"4:39:14.3001114 AM","stub.exe","2304","QueryStandardInformationFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","AllocationSize: 12,288, EndOfFile: 12,288, NumberOfLinks: 1, DeletePending: False, Directory: False"
"4:39:14.3001190 AM","stub.exe","2304","ReadFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Offset: 0, Length: 2,048"
"4:39:14.3002005 AM","stub.exe","2304","UnlockFileSingle","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Offset: 1,073,741,826, Length: 510"
"4:39:14.3002426 AM","stub.exe","2304","LockFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Exclusive: True, Offset: 1,073,741,824, Length: 1, Fail Immediately: True"
