"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"5:40:33.5745117 AM","stub.exe","11368","TCP Receive","admin-PC.bgu.ac.il:49368 -> ADMIN-PC:1604","SUCCESS","Length: 192, seqnum: 0, connid: 0"
"5:40:33.5746203 AM","stub.exe","11368","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"5:40:33.5746421 AM","stub.exe","11368","RegOpenKey","HKCU\AppEvents\EventLabels\.Default\Test\TestKey\","SUCCESS","Desired Access: All Access"
"5:40:33.5746642 AM","stub.exe","11368","RegSetInfoKey","HKCU\AppEvents\EventLabels\.Default\Test\TestKey","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"5:40:33.5746767 AM","stub.exe","11368","RegQueryKey","HKCU\AppEvents\EventLabels\.Default\Test\TestKey","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"5:40:33.5746830 AM","stub.exe","11368","RegOpenKey","HKCU\AppEvents\EventLabels\.Default\Test\TestKey","SUCCESS","Desired Access: Delete"
"5:40:33.5746909 AM","stub.exe","11368","RegDeleteKey","HKCU\AppEvents\EventLabels\.Default\Test\TestKey","SUCCESS",""
"5:40:33.5747273 AM","stub.exe","11368","RegCloseKey","HKCU\AppEvents\EventLabels\.Default\Test\TestKey","SUCCESS",""
"5:40:33.5747358 AM","stub.exe","11368","RegCloseKey","HKCU\AppEvents\EventLabels\.Default\Test\TestKey","SUCCESS",""
